DAUID,Target_name,Target_address,Distance (km)
59170126,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",0.81
59170127,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.01
59170128,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.42
59170129,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.39
59170130,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.87
59170131,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",2.22
59170132,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",2.12
59170133,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.99
59170133,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",2.39
59170134,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.79
59170135,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.75
59170136,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.56
59170137,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.73
59170138,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.77
59170139,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.66
59170140,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.24
59170140,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.39
59170141,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.33
59170142,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.15
59170143,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.97
59170143,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.49
59170144,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.78
59170145,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.0
59170146,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.2
59170147,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.06
59170148,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.99
59170149,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",1.07
59170150,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.85
59170151,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.52
59170152,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.19
59170152,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",1.58
59170153,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.44
59170154,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.51
59170155,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.54
59170156,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.8
59170157,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.36
59170161,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",1.38
59170162,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.63
59170163,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.26
59170163,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.36
59170163,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.4
59170163,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.5
59170164,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.47
59170165,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.73
59170166,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.76
59170167,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.75
59170168,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.81
59170169,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.05
59170170,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.66
59170170,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.35
59170170,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.39
59170170,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.47
59170171,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.27
59170172,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.46
59170174,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.44
59170175,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",1.6
59170175,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.45
59170177,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.07
59170178,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",0.86
59170179,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.01
59170180,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",0.61
59170181,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",0.41
59170197,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",0.8
59170198,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",0.63
59170199,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.1
59170200,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.58
59170201,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.9
59170202,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.5
59170203,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.42
59170204,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.23
59170224,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.39
59170225,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.9
59170226,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.61
59170227,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",2.22
59170228,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",2.21
59170229,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",2.48
59170272,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",0.59
59170273,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.01
59170274,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.33
59170275,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.26
59170275,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.05
59170276,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.05
59170277,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.23
59170278,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.96
59170279,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.67
59170280,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.62
59170281,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.43
59170282,Cambria College,"210-702 Fort St, Victoria, BC V8W 3L7",0.3
59170282,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.33
59170282,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.33
59170282,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.4
59170282,Sprott Shaw Victoria College Campus,"103 - 31 Bastion Square, Victoria, BC V8W 1J1",0.46
59170282,Sprott Shaw College,"31 Bastion Square, Victoria, BC V8W 1J1",0.49
59170285,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.64
59170286,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.85
59170287,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.99
59170288,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.18
59170289,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.87
59170290,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.17
59170291,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.53
59170292,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.6
59170293,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.79
59170294,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.55
59170295,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.09
59170296,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.04
59170297,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.83
59170298,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.64
59170299,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.8
59170300,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.18
59170301,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.35
59170302,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.02
59170303,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.3
59170304,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.11
59170305,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.09
59170308,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.75
59170309,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.92
59170310,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.99
59170311,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.65
59170312,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.27
59170313,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.26
59170371,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.93
59170372,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.96
59170373,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.68
59170375,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.41
59170376,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.56
59170378,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.62
59170383,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.08
59170383,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.25
59170384,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.04
59170385,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",0.76
59170386,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",0.95
59170387,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.0
59170388,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.01
59170389,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.35
59170390,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.54
59170554,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.55
59170555,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",1.4
59170556,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",1.39
59170556,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.21
59170557,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.42
59170558,Camosun College Lansdowne Campus,"3100 Foul Bay Rd, Victoria, BC V8P 5J2",1.1
59170598,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.25
59170600,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.03
59170601,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.27
59170610,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.95
59170611,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.53
59170612,Canadian College of the Performing Arts,"1701 Elgin Rd, Victoria, BC V8R 5L5",1.35
59170722,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.5
59170723,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.28
59170805,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.51
59170806,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.73
59170807,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.36
59170807,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.39
59170807,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.44
59170807,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.46
59170807,Collège Éducacentre,"1218 Langley St, Victoria, BC V8W 1W2",0.5
59170808,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.7
59170809,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.13
59170809,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.24
59170809,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.25
59170809,Cambria College,"210-702 Fort St, Victoria, BC V8W 3L7",0.34
59170809,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.36
59170809,Collège Éducacentre,"1218 Langley St, Victoria, BC V8W 1W2",0.39
59170809,Sprott Shaw Victoria College Campus,"103 - 31 Bastion Square, Victoria, BC V8W 1J1",0.4
59170809,Sprott Shaw College,"31 Bastion Square, Victoria, BC V8W 1J1",0.46
59170809,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.5
59170810,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.23
59170810,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.28
59170810,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.45
59170811,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.23
59170811,Cambria College,"210-702 Fort St, Victoria, BC V8W 3L7",0.22
59170811,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.32
59170811,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.25
59170811,Sprott Shaw Victoria College Campus,"103 - 31 Bastion Square, Victoria, BC V8W 1J1",0.23
59170811,Collège Éducacentre,"1218 Langley St, Victoria, BC V8W 1W2",0.28
59170811,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.38
59170811,Sprott Shaw College,"31 Bastion Square, Victoria, BC V8W 1J1",0.25
59170811,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.22
59170811,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.36
59170814,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.3
59170814,Cambria College,"210-702 Fort St, Victoria, BC V8W 3L7",0.36
59170814,Inlingua Victoria College of Languages Careers Co-Ops and IELTS/CELPIP TEST Centre,"910 Government St, Victoria, BC V8W 1X3",0.43
59170814,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.36
59170814,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.46
59170814,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.47
59170815,Bermand College ,"1321 Blanshard Street, Victoria, BC V8W 2H6",0.09
59170815,Vancouver Island School of Art,"733 Johnson St #302, Victoria, BC V8W 3C7",0.21
59170815,West Coast College of Massage Therapy - Victoria,"818 Broughton St #100, Victoria, BC V8W 1E4",0.23
59170815,Excel Career College,"1207 Douglas St, Victoria, BC V8W 2E7",0.29
59170815,Cambria College,"210-702 Fort St, Victoria, BC V8W 3L7",0.32
59170816,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.58
59170816,Edison College,"3318 Oak St, Victoria, BC V8X 1R1",1.88
59170817,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.27
59170819,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",0.81
59170820,Pacific Rim College,"560 Johnson St, Victoria, BC V8W 3C6",1.54
